cohort_order	assembly_id	accession	tip_id	biological_host_unit	exact_sequence_class	near_duplicate_class	representative_tip	representative_distance	placement_status	frozen_clade_id	clade_evidence	nearest_neighbor_tips	nearest_neighbor_distance	sampling_partition_k16	sampling_medoid_tip	row_sha256
491	asm-v1-d399f2fcbef5fba789a5361a	GCF_002268255.1	GCF_002268255.1	exact_assembly_revision:GCF_002268255.1	EX0491	ND0488	GCF_002268255.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000458115.1	0.00195939	L012	GCF_000807565.1	a57b12066ecdc41388849f7488d338e16501053dbc245cb66f813f9b69ed89f5
492	asm-v1-ea9c4fd547d67553ef96d78e	GCF_004380655.1	GCF_004380655.1	exact_assembly_revision:GCF_004380655.1	EX0492	ND0489	GCF_004380655.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_902705595.1	0.001291	L004	GCF_015163255.1	a9d254b91702bd80269ffaa0cc52560df8665ea20b1493986039c63ecd3263c1
493	asm-v1-139b80f71f530d06aab2fc1d	GCF_003980755.1	GCF_003980755.1	exact_assembly_revision:GCF_003980755.1	EX0493	ND0490	GCF_003980755.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001749385.1	0.00555259	L003	GCF_013391275.1	2f8ed2235f58cbff5a3de05f81955762217b1e5f8c453bd76978930bd266d8e6
494	asm-v1-1e9986576c2600ec296bc48e	GCF_001285325.1	GCF_001285325.1	exact_assembly_revision:GCF_001285325.1	EX0494	ND0491	GCF_001285325.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001285985.1	0.00449914	L003	GCF_013391275.1	334559e889729e9ba42fa129f3b6120390aaa913919a4939b2d8859a59e24969
495	asm-v1-80d4e3c3befa01fbb23de416	GCF_001614905.1	GCF_001614905.1	exact_assembly_revision:GCF_001614905.1	EX0495	ND0492	GCF_001614905.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002511115.1	0.00861543	L003	GCF_013391275.1	a27c19e37960178b499db1acbfe5a17318c27d36313c705f374b3cea576e5dd3
496	asm-v1-5657d79e4df4f0341ec1ff9d	GCF_009794365.1	GCF_009794365.1	exact_assembly_revision:GCF_009794365.1	EX0496	ND0413	GCF_009794365.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_009794605.1	6.6807e-05	L003	GCF_013391275.1	9f1e1aac20ce79faa261de7f14f8cd342b7e1ffa8ab0b10f259ee00362c6af64
497	asm-v1-92d8492dfdf99fc4500111fe	GCF_002223665.1	GCF_002223665.1	exact_assembly_revision:GCF_002223665.1	EX0497	ND0493	GCF_002223665.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002142675.1	0.00180438	L004	GCF_015163255.1	0311bec4274ccbe2e5293dc993ce9a646ae6329a1af31dfd85e2521af360fc85
498	asm-v1-e3c6c0f72874b00fd58354df	GCF_001615695.1	GCF_001615695.1	exact_assembly_revision:GCF_001615695.1	EX0498	ND0494	GCF_001615695.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002270225.1	0.00371439	L003	GCF_013391275.1	3cd05874626d921b082dd038579f192a90474c86f80afed8bf90fdef7dd2cf16
499	asm-v1-231c75f0dfc8406801a45dce	GCF_000305355.1	GCF_000305355.1	exact_assembly_revision:GCF_000305355.1	EX0499	ND0495	GCF_000305355.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_000408345.1	0.00429198	L003	GCF_013391275.1	4970378c28daf82a0109aa4a25f91694ce143404697d21986a01c4f00f9d8280
500	asm-v1-9722faee2cc20d8d82760656	GCF_006238575.1	GCF_006238575.1	exact_assembly_revision:GCF_006238575.1	EX0500	ND0496	GCF_006238575.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_009832985.1	0.00675464	L003	GCF_013391275.1	63e188662fb14b26fed595f615980821a527313d01051e23293d16f8cb549ea0
501	asm-v1-c4e698be925dd4edfdb00cad	GCF_015620275.1	GCF_015620275.1	exact_assembly_revision:GCF_015620275.1	EX0501	ND0497	GCF_015620275.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_019050495.1,GCF_019052205.1	0.0106459	L003	GCF_013391275.1	0378cdf3af05768db4a62b38bb93befe3789112a5f89aeae2c34caafd05b3869
502	asm-v1-30d982d1af7e8de8b4135621	GCF_900536605.1	GCF_900536605.1	exact_assembly_revision:GCF_900536605.1	EX0502	ND0498	GCF_900536605.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002486895.1	0.00292348	L003	GCF_013391275.1	767d8e41120d824a25ba488cefa19591ccf3da6777d38239e651571a5efd458d
503	asm-v1-1625b6d46433fc64cf4dc4ca	GCF_000446825.2	GCF_000446825.2	exact_assembly_revision:GCF_000446825.2	EX0503	ND0499	GCF_000446825.2	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002519245.1	0.00478126	L003	GCF_013391275.1	2bec05c8c18d68cf1c74ab7ff292574f78847ac75202a3097bce0db0aecf932f
504	asm-v1-eda378162b622125e8c313ae	GCF_002466355.1	GCF_002466355.1	exact_assembly_revision:GCF_002466355.1	EX0504	ND0500	GCF_002466355.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020731765.1	0.00740957	L003	GCF_013391275.1	2e1c2c344488e382937829e6b755b76c05322dd3444e38bc914601d7a5372e17
505	asm-v1-13e82288c2b823db7c6c30ec	GCF_002193205.1	GCF_002193205.1	exact_assembly_revision:GCF_002193205.1	EX0505	ND0501	GCF_002193205.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001614645.1	0.00741685	L003	GCF_013391275.1	ed5ed95de511b55339d65f56cf34129d0c956dca7f17b3e592de0e68df757831
506	asm-v1-7b7899908cbef9cdc5da715a	GCF_900480975.1	GCF_900480975.1	exact_assembly_revision:GCF_900480975.1	EX0506	ND0502	GCF_900480975.1	0	SUPPORTED_FIXED	HC003	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_900481145.1	0.000300437	L003	GCF_013391275.1	42b79078c129a91025564079e816a39994e3acedc5e9ee46d6784a5902cf1640
507	asm-v1-975df455c39c820bfd44b49c	GCF_902859275.1	GCF_902859275.1	exact_assembly_revision:GCF_902859275.1	EX0507	ND0503	GCF_902859275.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_902859095.1	0.000150712	L012	GCF_000807565.1	4ef8182cb556b6dc09f00c50c0897db207e06b1c341fab9094fca534442d1b5e
508	asm-v1-49f1ffed07da4da138d341e0	GCF_000408485.1	GCF_000408485.1	exact_assembly_revision:GCF_000408485.1	EX0508	ND0504	GCF_000408485.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001651605.1	0.00359875	L002	GCF_001651605.1	ceb52fe35b106ef5024057e1f59e36f66c30cfbd779fcd91ad1605e89878fb77
509	asm-v1-eb69bbaf3a5a8dbd1956f9c0	GCF_013423945.1	GCF_013423945.1	exact_assembly_revision:GCF_013423945.1	EX0509	ND0505	GCF_013423945.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004170585.1	0.00469616	L003	GCF_013391275.1	1bbf1b453aa217de44fe590cfa97750f64aee1112c0a214c28083fee1e53808e
510	asm-v1-3cff9fb629e52470068719d1	GCF_013182705.1	GCF_013182705.1	exact_assembly_revision:GCF_013182705.1	EX0510	ND0506	GCF_013182705.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_014862705.1	0.00352503	L009	GCF_001520375.1	083184b52ea17d8ccd9ff283c11ca06657cff851aca57ade669634a8cb0801e0
511	asm-v1-4b2fed6fdfddf02230a26217	GCF_000987545.1	GCF_000987545.1	exact_assembly_revision:GCF_000987545.1	EX0511	ND0507	GCF_000987545.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_018884065.1	0.00320718	L003	GCF_013391275.1	13c21eb1672e6c3fd62200a40f1d50cd13052fe36f7219cb8557313ac67aff5f
512	asm-v1-da4ebf87524e9f63e86d3355	GCF_005393265.1	GCF_005393265.1	exact_assembly_revision:GCF_005393265.1	EX0512	ND0508	GCF_005393265.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002519275.1	0.00951951	L003	GCF_013391275.1	64d47af5eacb1255f49265a7cc10d14a33b26813b8d6a5f3b36e0d9bbb990d10
513	asm-v1-3d57ef393d3c093784736989	GCF_000952225.1	GCF_000952225.1	exact_assembly_revision:GCF_000952225.1	EX0513	ND0509	GCF_000952225.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_001520405.1	0.00144647	L010	GCF_003317605.1	c0f40f60ff5ddd7b17eea200dbb3f0fa9f8973134d182a0ea75712cffd9a45ce
514	asm-v1-69d4cea506b0c56116d63735	GCF_019879155.1	GCF_019879155.1	exact_assembly_revision:GCF_019879155.1	EX0514	ND0510	GCF_019879155.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003469495.1	0.00581155	L003	GCF_013391275.1	460db8104ad29206b604f5027b1d1f650aee8fad823d1794e0535e1eb7ff3153
515	asm-v1-44961e767c4f7055500a310a	GCF_002231775.1	GCF_002231775.1	exact_assembly_revision:GCF_002231775.1	EX0515	ND0511	GCF_002231775.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_005399985.1	0.00282147	L003	GCF_013391275.1	609c1aee49587f2bf56751b15468e4fa2c8685742203b0579b593690b0b0a479
516	asm-v1-3bc4d313a792399ed52fd138	GCF_006230395.1	GCF_006230395.1	exact_assembly_revision:GCF_006230395.1	EX0516	ND0512	GCF_006230395.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020907565.1	0.000825714	L010	GCF_003317605.1	5788275108fb200686b0bd93bb8b43d361fce5a34e2fc5d9dfee44361994fa13
517	asm-v1-6dd1c3cdd3b75817199e77e6	GCF_020422745.1	GCF_020422745.1	exact_assembly_revision:GCF_020422745.1	EX0517	ND0513	GCF_020422745.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020422075.1	0.00147774	L011	GCF_009910875.1	1d95a55c084d633b66a6e1caf377e6a86cf6ca4202cc7c1beca86c1f906c6127
518	asm-v1-1f859e847da30041257be359	GCF_009789835.1	GCF_009789835.1	exact_assembly_revision:GCF_009789835.1	EX0518	ND0514	GCF_009789835.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_001900815.1	0.00300325	L003	GCF_013391275.1	6f40912ec3e86af6ef6009a9182a286db1c683faa4263a3c7eb2dccbf6c637eb
519	asm-v1-91f356d0671601a2e6bc0148	GCF_002547165.1	GCF_002547165.1	exact_assembly_revision:GCF_002547165.1	EX0519	ND0515	GCF_002547165.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013391275.1	0.00765879	L003	GCF_013391275.1	00a1bc20a02b235c4e129cd5c035a6828bdd5f27e794e8b29056287fd879505f
520	asm-v1-5717947d5f1fd564fa10e2c8	GCF_001609735.1	GCF_001609735.1	exact_assembly_revision:GCF_001609735.1	EX0520	ND0516	GCF_001609735.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_021108615.1	0.00178842	L003	GCF_013391275.1	ec85e7f294cbb3dfbe48164bf874cf870f515978798c9d304814815a1facf8fd
521	asm-v1-6cee7f3f03ed0d5d9b9ec3b6	GCF_002769095.1	GCF_002769095.1	exact_assembly_revision:GCF_002769095.1	EX0521	ND0517	GCF_002769095.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002144185.1	0.00157716	L003	GCF_013391275.1	c29f5703fbadd0e171513914251fad777116253f1f098d6e52cfffe80379be74
522	asm-v1-a8bde4b9ce8be75ec609de5b	GCF_000459135.1	GCF_000459135.1	exact_assembly_revision:GCF_000459135.1	EX0522	ND0518	GCF_000459135.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000807565.1	0.00220007	L012	GCF_000807565.1	96c60615143936e8ec99057fdc2c130a3c60768e463dc33fd87b1edf2d2d323f
523	asm-v1-30dd48ac705542b698e83377	GCF_003830315.1	GCF_003830315.1	exact_assembly_revision:GCF_003830315.1	EX0523	ND0519	GCF_003830315.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_015208575.1	0.00681806	L003	GCF_013391275.1	902b0f5b505725fb1132bd1b8e4bc39cbd622110cf981b59ecf69acec70ddca5
524	asm-v1-1534a85cb958b88580eef048	GCF_015229735.1	GCF_015229735.1	exact_assembly_revision:GCF_015229735.1	EX0524	ND0520	GCF_015229735.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002810165.1	0.00837277	L003	GCF_013391275.1	82e4600c4676d1e60d869d5c54cada1f917abe9a9105c33e364fc164392d8f0f
525	asm-v1-0da6aea242345c7758e51e99	GCF_002227705.1	GCF_002227705.1	exact_assembly_revision:GCF_002227705.1	EX0525	ND0521	GCF_002227705.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_006233005.1	0.0118244	L004	GCF_015163255.1	166105b9f6d9c6c87a0035d3b0beceec2cd927606a2de00c5b1e089f417275b0
526	asm-v1-e3da6cf35ee8802d564099fe	GCF_008823185.1	GCF_008823185.1	exact_assembly_revision:GCF_008823185.1	EX0526	ND0522	GCF_008823185.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004170585.1	0.00528423	L003	GCF_013391275.1	22c0eac869f05d03e83a557cd961ec90ddf529aa860ae9b39dc903d09839cea7
527	asm-v1-26c45a3305a40f58a767d020	GCF_001911695.1	GCF_001911695.1	exact_assembly_revision:GCF_001911695.1	EX0527	ND0523	GCF_001911695.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_000356785.2	0.00495268	L003	GCF_013391275.1	225b6d511b0ccf2d30f353158aa35c703a7ff99ef5ec5a8cbdd7ceb6b216f5fe
528	asm-v1-2b0b7ef46f04a0aad8157a9d	GCF_001561895.1	GCF_001561895.1	exact_assembly_revision:GCF_001561895.1	EX0528	ND0524	GCF_001561895.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_003317605.1	0.00152999	L010	GCF_003317605.1	651bd8384beaa778b82d17c05ae5560f3a5e8a0aa872405220e44c76c3b4a069
529	asm-v1-27cfd8c746c9b7814ddfa401	GCF_003360315.1	GCF_003360315.1	exact_assembly_revision:GCF_003360315.1	EX0529	ND0525	GCF_003360315.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002806795.1	0.000559703	L008	GCF_002806795.1	31dd501115bc0a9c182b7a9ae09c62751a7387d2bcd7607141ca9c7af841f5bd
530	asm-v1-19fd4a07f5b2e55df7b5b7a9	GCF_000459315.1	GCF_000459315.1	exact_assembly_revision:GCF_000459315.1	EX0530	ND0526	GCF_000459315.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_020085275.1	0.000690919	L012	GCF_000807565.1	819b86860f3b6ce61e016dc43c50d0190aced261cd361a7fe8e579f7f8897b83
531	asm-v1-4eddfa98a39fae2606c2d1a1	GCF_013392285.1	GCF_013392285.1	exact_assembly_revision:GCF_013392285.1	EX0531	ND0527	GCF_013392285.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002543285.1	0.00922153	L003	GCF_013391275.1	64c0a43feae1422d13dc7b37ea29d277e1fe00a648178b9a9750619648d5eff8
532	asm-v1-fba1ca1488d468e1c733344d	GCF_016433185.1	GCF_016433185.1	exact_assembly_revision:GCF_016433185.1	EX0532	ND0528	GCF_016433185.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004568995.1	0.00140487	L010	GCF_003317605.1	df62ad987e358e7f43f0bf9f89f24a5c7c65c121dc0b95aa6b3947e285d0b9f4
533	asm-v1-b5e10ae02e538763d4844d54	GCF_000777065.1	GCF_000777065.1	exact_assembly_revision:GCF_000777065.1	EX0533	ND0529	GCF_000777065.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002109645.1	0.00930564	L012	GCF_000807565.1	5ea04826bd14d20d4529326e3040c5e59b1054bf725823166271446c77cc0649
534	asm-v1-96d7fc23a0801e4052135d85	GCF_001059075.1	GCF_001059075.1	exact_assembly_revision:GCF_001059075.1	EX0534	ND0530	GCF_001059075.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_005383085.1	0.00879061	L010	GCF_003317605.1	9106473ce979bd571740a4d5399fc3a7546356c8e9ae656666f74a561666628f
535	asm-v1-d2fcd4eee899bf6f50bbebe9	GCF_012275695.1	GCF_012275695.1	exact_assembly_revision:GCF_012275695.1	EX0535	ND0531	GCF_012275695.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_017163155.1	0.00659004	L003	GCF_013391275.1	9c7df75a18d18967aa89a26bc9472fb5463053e6168e78bba1dc8be8ec2e3655
536	asm-v1-d7bdb107424534ca8ceb057c	GCF_002855615.1	GCF_002855615.1	exact_assembly_revision:GCF_002855615.1	EX0536	ND0532	GCF_002855615.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004120975.1	0.000735726	L010	GCF_003317605.1	5ab7c1d2824e7bee6f517bf09a87402f994ef1dc3bbe5f44d6d0089d69b8d2b1
537	asm-v1-317569a433e8e393564ee538	GCF_002520785.1	GCF_002520785.1	exact_assembly_revision:GCF_002520785.1	EX0537	ND0533	GCF_002520785.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002522525.1	0.0058819	L003	GCF_013391275.1	4036e949eced9cd06f717ea5481991935b5ca042395292f63e54c3f3d5e6681d
538	asm-v1-99dca864f1fa805a006ca4a8	GCF_011765445.1	GCF_011765445.1	exact_assembly_revision:GCF_011765445.1	EX0538	ND0534	GCF_011765445.1	0	SUPPORTED_FIXED	HC006	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003172135.1	0.000295585	L003	GCF_013391275.1	05903867765182380b35dcb97f25de365b850d01b3dfc8916f0cba951553911c
539	asm-v1-75ff08592aad3f09909fb02f	GCF_021354495.1	GCF_021354495.1	exact_assembly_revision:GCF_021354495.1	EX0539	ND0535	GCF_021354495.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_011603145.1	0.00304613	L003	GCF_013391275.1	ec9acdc3b70d70767255d68faf164dfbee2a89def3d38f11a025e1828e169f4b
540	asm-v1-af932b22563f373fb1c89887	GCF_000459195.1	GCF_000459195.1	exact_assembly_revision:GCF_000459195.1	EX0540	ND0536	GCF_000459195.1	0	SUPPORTED_FIXED	HC007	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002226425.1	0.00244149	L012	GCF_000807565.1	4f7b76274634e620ca72d85f9ab7f8bdc64be895f14d42fc98694f5f7153f1a9
541	asm-v1-23dcd8c39fbc465044cc4112	GCF_001572285.1	GCF_001572285.1	exact_assembly_revision:GCF_001572285.1	EX0541	ND0537	GCF_001572285.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002767435.1	0.00614558	L003	GCF_013391275.1	51189bd0ae0cd88671161371bad19ca53f2774b0a5cb3d36c43b7467a078136b
542	asm-v1-af8e1cf86769f3b4ffabc290	GCF_005386365.1	GCF_005386365.1	exact_assembly_revision:GCF_005386365.1	EX0542	ND0538	GCF_005386365.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_019969625.1	0.0111497	L003	GCF_013391275.1	e9e15f8296f74bdabd298ee83afd38a452e3bfb841450eefd8fd4982b4e0f37f
543	asm-v1-37c89375c5b334af3de078bf	GCF_013370805.1	GCF_013370805.1	exact_assembly_revision:GCF_013370805.1	EX0543	ND0539	GCF_013370805.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_013370345.1	0.00022057	L003	GCF_013391275.1	8b1e031f094dbc08cbd85be0b6cc7bc7ea66be0cd840881efbff7d0ec2344bac
544	asm-v1-26b5bb66c0ee5b7b5287fb9c	GCF_900480865.1	GCF_900480865.1	exact_assembly_revision:GCF_900480865.1	EX0544	ND0540	GCF_900480865.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_900481955.1	0.0134476	L013	GCF_900481955.1	c7c45a2b9a3afece30b71bb401bf7476a8b4dcf6ee72f15961ed3696e17841f0
545	asm-v1-1073b5bbe38327b878494c23	GCF_013413645.1	GCF_013413645.1	exact_assembly_revision:GCF_013413645.1	EX0545	ND0541	GCF_013413645.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_902807245.1	0.00882584	L003	GCF_013391275.1	9dd0e372d97329e5fe556463200e0233da8fe6b836728a28e7b84a3812ed26ed
546	asm-v1-df5ec40f6803ca09c2f7e1d6	GCF_002522165.1	GCF_002522165.1	exact_assembly_revision:GCF_002522165.1	EX0546	ND0542	GCF_002522165.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_002534845.1	0.0225434	L007	GCF_002522165.1	0901ba80ec976d4e9983e13221169f85b70886228b775cd3dfb7fe3e532b1159
547	asm-v1-49815dfaa7175838062fbbde	GCF_002511355.1	GCF_002511355.1	exact_assembly_revision:GCF_002511355.1	EX0547	ND0543	GCF_002511355.1	0	SUPPORTED_FIXED	HC001	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002522525.1	0.00480339	L003	GCF_013391275.1	b18e79a65982164a35497e6b82bd0fb894e3f203200c05cfaddc067819c5b38b
548	asm-v1-4bc5372c3cb5631431e2c86b	GCF_000460295.1	GCF_000460295.1	exact_assembly_revision:GCF_000460295.1	EX0548	ND0544	GCF_000460295.1	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003297955.1	0.00272848	L012	GCF_000807565.1	10ca6ab8455bc6183bc541826b9d74b0b789d574820f1635b066e70b23073504
549	asm-v1-c2a9fdba217162f379a1fb3c	GCF_004797945.1	GCF_004797945.1	exact_assembly_revision:GCF_004797945.1	EX0549	ND0545	GCF_004797945.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_004797745.1	0.000117097	L008	GCF_002806795.1	f47370432183e6cb5967bce897e80c9fc761c913309e00e63feda2d8539da44b
550	asm-v1-0492f961e62fbf3b949e1cfd	GCF_002028745.1	GCF_002028745.1	exact_assembly_revision:GCF_002028745.1	EX0550	ND0546	GCF_002028745.1	0	SUPPORTED_FIXED	HC004	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003297955.1	0.000835743	L012	GCF_000807565.1	6bae1ce054d9957ab20c238cbc5bae35ebe9eb66057d3bc4f550be3ed72e375f
551	asm-v1-792c721f6ece7bd61b716e51	GCF_017162875.1	GCF_017162875.1	exact_assembly_revision:GCF_017162875.1	EX0551	ND0547	GCF_017162875.1	0	SUPPORTED_FIXED	HC005	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_003027575.1	0.0149496	L009	GCF_001520375.1	b538e0048b06b3ba59c8fb32df98b5d477efcc74261fcea53048a5278a9b5495
552	asm-v1-ac4447aebd34de791e6fd037	GCF_002806795.1	GCF_002806795.1	exact_assembly_revision:GCF_002806795.1	EX0552	ND0548	GCF_002806795.1	0	SUPPORTED_FIXED	HC002	MASH_PARAMETER_AND_SEED_STABLE_SPLIT	GCF_002486525.1	0.000341736	L008	GCF_002806795.1	fb7bb4ad1800e9a25a9c9e06a930036426bcc5c9a842a7cbae664e3f358a7b50
553	asm-v1-b8ee913142c250b8a1cc2386	GCF_001266095.1	GCF_001266095.1	exact_assembly_revision:GCF_001266095.1	EX0553	ND0549	GCF_001266095.1	0	AMBIGUOUS_UNROOTED_BACKBONE_OR_UNSUPPORTED		ALTERNATIVE_PARTITIONS_RETAINED_NO_FORCED_CLADE	GCF_013422075.1	0.00244425	L014	GCF_009880335.1	3d68fe37bfee027462365a7554b91b986b6ed7d83ccbd08660b28d4644e83135
