cohort_order	accession	tip_id	eligible	contig_count	total_bases	n50	ambiguous_bases	content_sha256	sequence_only_sha256	bgzf_sha256	pansn_name_roundtrip	view_path	row_sha256
487	GCF_004284265.1	GCF_004284265.1	PASS	177	5066664	89231	90	b154ee2871f4ddb65625857fa9735e9b83543d5bfc5d93b6a7dd106521f43d39	4c58130998b6f7aa0a9cf90de55faa26e0ea4f72964ef16d42c6df0e7ca8c5aa	7c4da7731820321877cb09352d13558cb79521949f81e760f83529d8b9fee48f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004284265.1.fa	af810abaa37083f52709e5b4f8e070f032d83b9177fe2c8ff1ad202b36aecf1d
488	GCF_900195505.1	GCF_900195505.1	PASS	307	4799051	39399	579	c04ff09f23cf24ec443125828a85933005638ee5d54583f79af4a05c31c4fc4a	e8364b5f0a3a8341df5c36efc922aa02a35e282020e388498f58fea75a3360d3	449621cb7149a1ad47e41825dd78abeeaaa5228982e71c87d2bd473160e9d93f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900195505.1.fa	3928fff9c317eca706d579999f3b4eafae5ada80adffd6de7ef143e68ae57d8b
489	GCF_907175235.1	GCF_907175235.1	PASS	961	5319635	165792	0	3d007aa03c4e4dfef5f4ba0ce162d98955a5aa87a0f12bb0ae27ab37a4ac0419	c029905c710244e5a116df9cb9e1f01946dd0a322f9800a16f4a4b2416c02e1d	a309bd7805d6612dae5a0c4ac5a827345313d8e77ec9c379a9b540b4a410eeac	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_907175235.1.fa	4db9635f1d3e89f3b9162cebe2add4ebcb7a81ff8d500eefc4438c8b68794976
490	GCF_000397705.1	GCF_000397705.1	PASS	152	4977211	104292	0	eaba8c848002b1d4fd3b018a31d4e00704febffcb6e260983605721199fa6a95	63325ac65e79d7835c38c6b55088753cfb8f44bbfc3302fe8de3069fe85d1a9a	c4520b244dbb579c365c93eae4686ac82480c8a53b7e62b2eb9a471e7a018c73	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000397705.1.fa	ee008b36f5578898a46cb2f28ad03a386671888145a16410fedd964878bdfd28
491	GCF_002268255.1	GCF_002268255.1	PASS	136	4959572	130830	0	1a80c613760daa7748fc8df3d56b4ac47754d7724bb2bab78e42575a4490ab65	c79477ceb3018b120276ef7cfaa231a1a759703b7f7f459ddbb021f5ae4f1d78	244976da9fb34e5d23faba6640fde6c1729b3c7f6d435eae79e65643c9aa9a8f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002268255.1.fa	e1467e132d624ccd16cd4108f3149061e03c2696bccf8934fdc9f3cf1da64bba
492	GCF_004380655.1	GCF_004380655.1	PASS	132	5213033	100149	323	bea9c7a2027dadbfebbac82f891624c244b98a9170ac72aca55c8549e53582da	1a6799bc5de88b875b377765e0adb36eff39de21af310dc5ac336eb219988887	4e4ce73e6d7366016c3088e190c3d591def1176e34757150a199cbee8084d0ac	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_004380655.1.fa	4de0b6d1418be483024533bb2fec88cff0748df3af04d346bf68c4e1adcbf3a1
493	GCF_003980755.1	GCF_003980755.1	PASS	182	4831378	77498	0	4e38f1c385d17e68fc1c72f355ae2231a34f9c13f45b99dd263543e89bbe832b	558fa67c240fa8dffb14c1895ac23bb4a1b6670f4b48f466facbf3023b427c20	8798990050465d49ef2a4c4f519eddbce78df21248bfe1a1ef703d5a3a596332	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003980755.1.fa	6ac53b960ea8ee5d56710f42390bfb380d4b9840ce4b7ff0779371f758fed694
494	GCF_001285325.1	GCF_001285325.1	PASS	215	5081636	120903	26	3cdc7c0423e59d2a55d4fbaa56571d1a0d7666c6565896c8a41f382fb58e8b5a	d4a5fa39717e7e39d7c029c8ebf084708eb20a37583f79317395f729616affa3	66b6f644156e36c028d4ce5bbc512dd4d9c8bde7e697e924ee75e2c6b953fd7d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001285325.1.fa	1a6e493090472eb39cd9c655391e7f72fc2adaf67cc492fc496f5b99ebdbccc6
495	GCF_001614905.1	GCF_001614905.1	PASS	103	5333033	164880	29	e62496596a5e916a8f2be20163db94653d3c2aad75ab65a5b41d6d95e2a5a1ce	f3d34c587904f3b20a0a99beeabd552b9b62b5185685a12a9d40ce0c9c20c094	01628d7e421da0e0bada97988009c713dcd720787a6bee747c13817979d74967	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001614905.1.fa	34e039470e928d48030a02d866fa72e83e76d6fde33d021bb985fd7f77e09823
496	GCF_009794365.1	GCF_009794365.1	PASS	73	4826245	168760	0	8b1c4c2cf967d6f902980e7224b60d3bf349f859f626a4d9b8d41c40bc6ec21b	628db1632a5c35ab6b94fe752118641dc08295b7e82e22adc4e9bfb4cc342956	aab750743150812069c7d74bd3d6af14fa8b1765da0585dbb626e408ad74fc53	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009794365.1.fa	c422d38992263285c8456866a0fde4ecd1c1e293fa3a3b37f896699ffdc39fb1
497	GCF_002223665.1	GCF_002223665.1	PASS	123	5389561	118709	0	c6994d83762838608959edca46c33d0349aeac62375a7b3b75c071e0b6c640a8	92b74454df12320faafaa04ef73e696cd7e42604a482efb9aa46f8ec92b27750	1ef908c3105422f7ffaed945c1da8612ab3ca92d2af6aeeb8073ded1aa9005a4	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002223665.1.fa	d1eb25a6b6baf9064cabea65fd25b0ed11e1809840f5e7089df258025edf8f90
498	GCF_001615695.1	GCF_001615695.1	PASS	84	4830994	144863	97	9a90158323f9efa9c794ba64f491e2c8c25d34eabae29c9576b0afbbfa93308e	d9127936c3ea30764159f9abe65ffa7b6a7951d5797d078e38040cb1fd12393f	da7d4d432c9152bd29f816e922d694678d66fa4b384f3aa66ec4de79da7cf647	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001615695.1.fa	0051dee071537564994017c198352f84c95dbb22db5e474ccb579dee58b4cb44
499	GCF_000305355.1	GCF_000305355.1	PASS	116	4729351	156838	1566	b169f9a92b4847a791e17f93c94a7453926ce597391c556c788169856c1d133c	8f63b1e9a3907938f0ac483ee2627fa36fb1b8ef720dbf05f7662dde75dd9411	6b85b00d3640d5aa79aed2ac2cd7a248c59ba9b3c332e3687eea6a5e00816529	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000305355.1.fa	5cc7227e7c905da2bd0a07ff61b39cf7e38ec368e295ac09d4f8e32a82cd0667
500	GCF_006238575.1	GCF_006238575.1	PASS	401	4663354	34372	6288	9121fc6663c2a27f0ab0856a370bfb2a8448d3639644ba073815358c1aa638ce	60f5c1530a4162a361fbd95aabbe57a44c557a94fd3f374db0b171846af8744b	396f0a56d5d6062ace12e5d3827cfcef7855da1766bb3d801d3e5e9ceaeb31ff	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_006238575.1.fa	d71089d26bbabda1d8d59f519bf5034d9bde8adcc1586d705207b73ba6116e97
501	GCF_015620275.1	GCF_015620275.1	PASS	237	5352384	142602	0	36e9f063c71354a7a63070b3f1add1bea65879b5e43798753882e4ba6d414daa	446194cb9daa9f13fa5cac20ad4d6204c3a68917159b001c780fa2878c878203	f3ae02588f86c378901a9eaf37cddc3fb94c87dde59eaa5a1775a51b7ae7cad6	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_015620275.1.fa	4d744d6b063ecc6e3c967af879dda6dd6050e8f9610fc98d2a0f933467c17ec9
502	GCF_900536605.1	GCF_900536605.1	PASS	268	4933366	97841	0	1b944a492819bfba042cb348453ecb0ba06cfe124351e4e4848930891253d2d3	a1901d2ed002209489e94d9ed2ff46e39a03687d29762342c609cd29cdf78bcf	365df4726c22a882b6c8eb8f33167c48e2d37d732bd2e996f22daf54a2717221	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900536605.1.fa	f1b8f62cf03969803130b6f93097ba5bdc1bcc2b675209263249fa89f84f2b5b
503	GCF_000446825.2	GCF_000446825.2	PASS	413	4929305	55617	0	c8ab3ccfd85d6cb6d965630111250588dd903f61eabc3e34f273294c998770f0	d22ccac2f967157640d909b72a1267bd65fa3e07c6683e98269f64712d6a809c	5e6c263eefcedfbf58402312944496fd959bc204859328113fdc1dcea003123c	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000446825.2.fa	d1fa83ec4ec79d933c21dbde38e852fa71810098017bc6859c28b3249e698fc3
504	GCF_002466355.1	GCF_002466355.1	PASS	323	5153895	81415	0	decbddaa2270a90f34bde819c095b009bc7f51f69e53635e655c6a08bf7857a8	904386ee30dfc3e316997052f2ad34a929472f04bba72b95b0564eebec738f07	9681e210e81416c762f5a6dea07a4f0af58c19958c58a2cb20409c2d800698ff	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002466355.1.fa	a24e3338bef3bbe43f05f79d4bdc1adabe53644798b0ae6cf91e956a8491819d
505	GCF_002193205.1	GCF_002193205.1	PASS	85	5171459	185878	0	84050c7c3f4ae920678a04b3548270b2957e5cf04394d0ea8cb69666c8435771	c54e666b9e253bf95d760470a9c7edd736a3bb6558543cf54fa55ef35b95b68f	ebba2c22da1b898d6ccc02591092f4e485c428ded0fb6bb4a7f1adb28e350d6b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002193205.1.fa	2fe4ba71e9690096a5c62a1aa963f3afd7db9c4294b1fda1b2cd0a45a67e1e12
506	GCF_900480975.1	GCF_900480975.1	PASS	73	4924171	211648	635	4bc1c0d31c772895691833ff61eb47f99559150cabe3a363968aae625654cd80	5623cf035eca078fa1a2ea9430500f1aa59cc53c4d6002c43c0b1843678fde70	23ec8a4587b7e85a55908436e22422ae468cf2e88cdd63260d2a87dc619d523a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_900480975.1.fa	91ebc06a65d587fa4359afcd794bf8e808f616aa4c63414b770773697e2f4577
507	GCF_902859275.1	GCF_902859275.1	PASS	121	5018869	343696	0	e103122efe8c6560f09558e31b97887e9eb52025bc854678625f7d779682d9c2	7ca06e3da504e886e9bf3a13e794609e4f5d7f0d5387dd83a48a3b59da9b426a	c86ae89de5f97ed98c7f0ca2d6620050c56c5eb4aa74f5d2159abf8f2a5379cc	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_902859275.1.fa	b460fa750ff46ca91a92dc0ac3419c0f504b9038f8ff7ac4796df3a47a274d2b
508	GCF_000408485.1	GCF_000408485.1	PASS	14	5218036	682473	99772	94920c5e3a23a9501d4042ff31bb796077d4689ed9697a2c6acc5019aedf5711	d632a702d02a4596c986377db1b5e1a0fb6b41b23994c4e63bf92455b8decc40	fa84245cdecff211df74db4ab3ed530bd017d6759ed9049af521d61c026d7411	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000408485.1.fa	ed79aa49de7dfeaab7918f3a0e75d9e7426d9b4286fb0b8e2f1bbd74ab74f994
509	GCF_013423945.1	GCF_013423945.1	PASS	215	4806847	121286	0	9ca669d69c9297fde2487536f00992c7325433010b07a51b005485d6828011b5	1c2b89c18ccc52bed84cafae8334a5bb4d2c4854910d8e7771d455f83ccd3549	208c747f49a5709c658ba5881fccf1e011691e8b94dd92abdccc6cef9f662e5d	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013423945.1.fa	87499f116552dc58959a5cd60d7396c8c17493c0e77da823f009470fa3feb90d
510	GCF_013182705.1	GCF_013182705.1	PASS	117	5159563	223194	0	99e2fb43ea19dd4c69cb635d3126151aaecbeb0ee060ee8122fb616014fb9496	6921f09577f8ed524dbfae932d6a466ab0a269b5b520709afe66b00a1fd9e56d	83b614d442efa2d6dc369bdaa1cb33a58228e2e3049994f758d1b789b581ad44	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013182705.1.fa	d9f46848cc620de2ce76127a4652785a153f7c0ee5a33db19e46639c48f00f71
511	GCF_000987545.1	GCF_000987545.1	PASS	282	5012453	40982	0	188acd61d7372989be08493bc3216580499e33ff4a0a3a89269f03eba2e739f2	1d99b5cbc676b3bc8629bb59d33fe0bb56d5537a4054aac55a242550fb48c3e8	7080eb133f32a680923c77074a17fc9f6efbb5d7135f9d383602d78575425dfb	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000987545.1.fa	3696d3c15c36dc199907ec02869fb3885718d3527b8bd089bf0ab42df413859c
512	GCF_005393265.1	GCF_005393265.1	PASS	109	5148079	116151	1727	893c15d4987e3b6407e6b61d9eab6687c0e6a555369f6a8ab20df3a5f1f0f601	003cf6ba4aac502dbbfae6bf585b4d908fab72cc7b2188f8b4b1d71d3953722f	55170cb683f6a5e7f8be57cd97027cd44a4b347a9778bd26ab4aa4f4148c7bb4	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_005393265.1.fa	8f41775553400cb1bd078a878aabd22ffb517594ca463bc6ae16e28e495b4bbf
513	GCF_000952225.1	GCF_000952225.1	PASS	197	5093496	61538	617	8f7a5160af8570f75af3bf41d4106ee504359eaef70ae3785b01e60425817023	d798b595920b1ba7faad2fbdf70ddd2f83e5a5be1ead6af75e8be5e20689b5ff	44941093c99f3abc963acc9891af6e1f93f3302f1fa1655b14736275cfb1131b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000952225.1.fa	8aaf3822e4e25be5d62289705d51e7fd77cf2c372e4292acae5700ce58cbdb2e
514	GCF_019879155.1	GCF_019879155.1	PASS	141	4637627	109469	96	9907c33e53e321eec1809f4b6bf5d6d4b9f82108df73b6555009612dea4d0097	f98553b8d600ac8f1b5b4a10eacd4cdb7b166ae5168c7a363264cdcdd9a4a1d4	c5debe39684fc02f9e51214b03fe1a7c6c88b644fdfc86a22d35c57693e87215	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_019879155.1.fa	3bd27901ca676c69c35a7901b5b7e204a08c9104e329ef11fbaaa4047ffa14ae
515	GCF_002231775.1	GCF_002231775.1	PASS	140	4772726	149619	0	0c12a52a1512c56c95de76df2839028e91c8c70decd96f8fa013945ec8478a88	57af588ad45d3421decd9b1ccb78f1ab44aac87703ee31c88322b41d6549752b	f4b46fd4725f7a9d6998f02e828081db2b2e3b43b2b3c6313bbf7c74e189f014	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002231775.1.fa	3ed2d6b464237575d01b5556844f9842273a8d359b81f7cee42e1f685a03066d
516	GCF_006230395.1	GCF_006230395.1	PASS	239	5310769	190831	4348	3d391d73dca4bdf4cc2d623b932bc0a5910dc84e7172ddf374b57c79acc1bbfc	546e53832d18607980e8531fbbde9032f42e0b157756afad5c260a67f3ac1727	efcd97474b3d03ed61cfebf7f3732c384405d16b8f2b83fd8dd75ab05dd9da5b	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_006230395.1.fa	2104db3e9d8ca76cfdfa529cf43ce99dcb1bf10bf3fb48e3bccfbf4c90c26573
517	GCF_020422745.1	GCF_020422745.1	PASS	52	5081302	207393	0	5f33b3372260a2175c6eff8e36251fa4cc0ff18260f3ca31f9151ff0ad1b7df1	b55bbadf123ab913cdadd551d99d1a6956f1711988f9932c1fbf5c9b73be4324	22623a01af3fb24f959b3ba2cee988c058b9009ae6f547cf010fa67ddb533652	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_020422745.1.fa	3b0842b586e6ad1ebc92851eb47759d6b13f8baa882de9de14f1fef67803662f
518	GCF_009789835.1	GCF_009789835.1	PASS	162	4729244	59544	0	061c4b26470120dea7779154d4116bb04a338b2a82333aee22a97624aafb73b0	b214ddca16fae838bb27f0eb8373750cc225e8a62e79d8762fd58a497f85875c	ffc9f6d9eccadbe394859015f056b4c83f252d9b2d560f28fef646d04ea3f716	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_009789835.1.fa	292a0e830c3a488213f507903dd6178107cacab32a8316a897e7ec91a5398d9d
519	GCF_002547165.1	GCF_002547165.1	PASS	122	4655554	156007	0	ffdd7ae859a03563db6db955eecf7f1cb31edbc1fdf877bfb13b3964d6f3e9b5	824a1a4cfb8e493555ab894dca91ab9cbda6a20a781aa6205fe047811b3ade1c	aff67d2802efbad01573de62fdd107143ad4cd640b31b12c82ed9650c2275f71	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002547165.1.fa	86bac8d58b5ea54d4875c5a362a4296a1dd98615becc25052b53072babbfc06d
520	GCF_001609735.1	GCF_001609735.1	PASS	191	5273417	95161	25	318f3f2534d853dcc817f97f90a8f63ee07efa3f4120df5de4ff49af58fd06cd	965811de1493aee6805e9289236a2a4870da892fc88314908f4ef35922efef02	27298be56ecd728b02551f25cfaeb32ac3a5c030f762e57050b66b4faa6fd9e1	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001609735.1.fa	8130b6ae824e34e736bed3c12ba7dac64b45a354a27e6225bd9a66b118b954c8
521	GCF_002769095.1	GCF_002769095.1	PASS	335	5797260	93299	1685	2630eb5694a8872d7d45d61cc7186f62150ba48f1eb1ec21bd19c2c96d82750e	a8663338929b33a4be827869d9b6a820ecbd44f69b08b7e6c12c1be2b5f9d1d6	d567a869d72f09a0e27f5b4f353956db05447a5a2a492fc0696e999f5b278567	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002769095.1.fa	374e0ffe7c0c01aae78b121f4fe3eca9dbd01ae2ab8f6c3cf7dd4945b32e620c
522	GCF_000459135.1	GCF_000459135.1	PASS	8	4894136	1461912	31407	6741ced6797574e72847aec2ad722392e281921ac7410eca58b2f4bd4c406912	9649c8a60f7930f42ce6f04ab3b3efb2637a47a085c88773e999cdcc7675fd0b	657088fc1982a8ab991952beb6b44dea06e1a6e7a7330b6b5fb28b922aa3ed25	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000459135.1.fa	f692d303aa1e7c168e4896e773485393f03882447a88ddac648ddb85306c88fc
523	GCF_003830315.1	GCF_003830315.1	PASS	109	4710747	127030	0	e2c22238c89348912d7ac41bceb1ece7ac996f8133b3900bf59dea869f2223a1	37eb2ecd4766b33a635e3f2159c11e61b4c70464f40c63388e9c1f035708cc1e	af3862a4546457e270284a8c774ebe2c05f9bbfdc26607dbb445eed7375562c2	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003830315.1.fa	b125100adabc1d017e62264f83bb8cc033cfad27c6aa564798ffdcf879fb91ff
524	GCF_015229735.1	GCF_015229735.1	PASS	147	5308519	102741	0	6e010a2d0923ba75f65d2bce9530a9f4b68941f93002004e4348d119cbe91a42	1e95fc9cf2b7354bbf45a1e117d3892476227bab28cee81fe45d6f63c1a94560	9d4cad436dfd4f590968819747b8b6e9121fccc9311384ec78d21766445b0d89	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_015229735.1.fa	0d4528bc9b332d3a8711cbdd3026baaf3ac63e8bc710e9a479780b7a22362fde
525	GCF_002227705.1	GCF_002227705.1	PASS	308	5692790	66270	0	9e1c878bd5115b3325af34d6365402df06b8cec7abecd5d5f59c7a40162cf906	3c46dcf551aa1f44fc470e435dd6365b86a371d47a9c4e0f9b3889a2b93c0db7	21b18608fd75c683f36d65aba5424af326e09f881a05d3454937ae63e7c0aa1f	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_002227705.1.fa	bb5bcc5d99519782f01d05e6af161bd89fd6e3524805cf96c761b5e0533aa708
526	GCF_008823185.1	GCF_008823185.1	PASS	5	4789129	4726527	0	091369a1a6ac26f84ef411054185f623a374975bca612457bbab64502cd781f8	1c364abc225f43473984f25553a7249cfbabbe6f7cf0bdb70a9f7c1343e7e4ff	a60067815b5e3354e495b51e6e846f3179b85def5cda0653119a93cf4f90e2fc	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_008823185.1.fa	4797528f109f2e2264b2da81f79672bf5e48e9f196c909d8daf9ed3201812baf
527	GCF_001911695.1	GCF_001911695.1	PASS	137	5036223	130574	0	5accdf1ce19cf05e3ca4c5848f16963158ae28d83fafdcd13d3d8f8349281b5b	682de6490fe7f3fd22bc864061a84cff5eb58d97b3feec15aa9a3e206f446291	9a7278e95a484405dbc69d267c1ea61fc65afecc70fc233e22812b7a61a2f1ac	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001911695.1.fa	b1bac4a638fa73b3f91388438050f0d9d986368c5298d4584ba02850e0236be1
528	GCF_001561895.1	GCF_001561895.1	PASS	164	5110456	159792	0	627ec822784b8398923c863a7722747966e8748a44ed737a43fba1d07fe9f9da	b1d904656ca2094b5c32abd751804ff19a72684587fb93fe89b1340139ef04a3	111949d78ef2c7b5aa67319ffc908099f2269c16578bea8de8462957ca68c0fb	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001561895.1.fa	1cc35a25334ae07610ba01addeb87ecd20b56553d17007de3a61da0e4d37cf41
529	GCF_003360315.1	GCF_003360315.1	PASS	198	5374462	157690	0	46962811936994ab069706fb4d756d81ac6bac189c4b2dad9fe7a78e9b066e76	d35b6f1a8f162b73c8ad44e7c7a21d6bb749cbed1330c53d1ad30c79156bc734	174e614bd3f8945ff5755cb1c738b24eb89edeaa9c204189651feefcafca0c9e	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_003360315.1.fa	68ba0380fe095b683fafe3dba658e89cd83ec4150737819fd14bf9143d1f6e13
530	GCF_000459315.1	GCF_000459315.1	PASS	14	5448156	646517	34264	4dd68cbf39aaa87bac647cdd67babc026e361a6b7a66aac86ffa3ab3bf11eacb	778ae5b441725460bb0c54dc50722c24761809b4b3c8f7e98ee15270ffd00166	399162bea10b71b4122feaa55e08c964f735b457b348169bd485b031c4b94e71	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000459315.1.fa	56350b69ddbc74a7a627a29766c2b5747f165ffd16b3bd429fa97a92736976a2
531	GCF_013392285.1	GCF_013392285.1	PASS	790	4995604	184934	0	9919de68d2eedf16c440f4386dc445fa8058935bf808fb137a8d677d973e94ee	c8810274b08239b65089044e1f013b638d8eaa28e13509428744abf1993d0216	aa0219f8ab0801a81acb23abd6c7f702911cc0e025b12c4bfb36699c26a9de3a	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_013392285.1.fa	5b216d6885b677151e2b844e1961cf2e447ebf4cf22d59d6bfc93bf0bca9c5a6
532	GCF_016433185.1	GCF_016433185.1	PASS	8	5206044	4964246	0	afdf0995f35fb3993dd0cd6470c47d7a54c56d7aa61cbcc168741a29a3b3c873	3ca0c37e7b3dce990d9b4e5458f4ae59aca9381288b165400b1769a10f37b5f7	eb4d12098bc41e6c1aaf1741bfa9c1f9c7180490d391ecfa67895d44bb4fe297	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_016433185.1.fa	852b835d76366b44675b2a5156164ea63675f6e954dda35f88ca0e282693fee0
533	GCF_000777065.1	GCF_000777065.1	PASS	54	4951195	255625	2819	45784efe9dba6e3703a0ebaea443c9ff2d03f8c9e5ef6230a20bae6bccb0e401	69891c9630e698ebdfa2d6974625de5330cbe91cc56f06ef649db74a59fb0033	e4dd60f0d0038bee522a5182ae2b22f38fb250264c97f279bf5c744da5ab1773	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_000777065.1.fa	1d341bc1cddf4d2ea4acc3de4cf88fa7c4ed73bec2224b977cc193aacf669f7e
534	GCF_001059075.1	GCF_001059075.1	PASS	177	4670850	60035	0	cd3f0ce90cf8fc4e88bd5a2533185fab2a6e8b96530d847cdc5df437e5e83c1a	a360614e53f972aab1337af86c47b24f8477d27ce22e9c6d463683ed9960455c	0ba05767bb3e994b6ac007deda42e7410b4bbfcbd14b777a5b066c5bfddf3044	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_001059075.1.fa	36e36f5e7f8872e3e49d4132411e3d25b212dd76df0b0c2105c2895f7c693303
535	GCF_012275695.1	GCF_012275695.1	PASS	4	5059231	4857957	0	9a6842a90568748492dd343d5dbb17be770b784d9bb53d900225895175343704	00f0793cb5dabf1bea16a9e2507c55d34d4ca48116e002601e33384fc8f1f259	cb033182d2a89d2c2230ee1a03e7ba6a95beb4ce740e502352f660e74b76e775	PASS	/mnt/nvme3n1/erikg/phind-genome-work/ecoli26k/v1/run-host-structure-1000/host-structure-1000-v1-run/views/GCF_012275695.1.fa	31e49fe7d2c008aec48ee1df42ce5c26953d51a2d011b7489689afd4f555277e
