genome_accession	accession_no_version	assembly_version	accession_source_line	all_record_count	all_unique_locus_count	all_valid_coordinate_locus_count	all_hit_scaffold_count	all_total_bp_1based_closed	all_total_bp_end_minus_begin	transposable_flag_positive_record_count	transposable_flag_positive_unique_locus_count	transposable_flag_positive_valid_coordinate_locus_count	transposable_flag_positive_hit_scaffold_count	transposable_flag_positive_total_bp_1based_closed	transposable_flag_positive_total_bp_end_minus_begin	taxonomy_assigned_record_count	taxonomy_assigned_unique_locus_count	taxonomy_assigned_valid_coordinate_locus_count	taxonomy_assigned_hit_scaffold_count	taxonomy_assigned_total_bp_1based_closed	taxonomy_assigned_total_bp_end_minus_begin
GCF_004000065.1	GCF_004000065	1	12290	1	1	1	1	20493	20492	0	0	0	0	0	0	1	1	1	1	20493	20492
GCF_004000075.1	GCF_004000075	1	12291	1	1	1	1	34516	34515	0	0	0	0	0	0	1	1	1	1	34516	34515
GCF_004000105.1	GCF_004000105	1	12292	7	7	7	7	131271	131264	1	1	1	1	22527	22526	5	5	5	5	116920	116915
GCF_004000135.1	GCF_004000135	1	12293	4	4	4	4	66204	66200	0	0	0	0	0	0	4	4	4	4	66204	66200
GCF_004000295.1	GCF_004000295	1	12294	3	3	3	3	58012	58009	0	0	0	0	0	0	2	2	2	2	51970	51968
GCF_004000315.1	GCF_004000315	1	12295	1	1	1	1	30659	30658	0	0	0	0	0	0	1	1	1	1	30659	30658
GCF_004000325.1	GCF_004000325	1	12296	1	1	1	1	7429	7428	0	0	0	0	0	0	1	1	1	1	7429	7428
GCF_004000355.1	GCF_004000355	1	12297	2	2	2	2	29248	29246	0	0	0	0	0	0	2	2	2	2	29248	29246
GCF_004000365.1	GCF_004000365	1	12298	5	5	5	5	36872	36867	0	0	0	0	0	0	4	4	4	4	33495	33491
GCF_004001145.1	GCF_004001145	1	12299	4	4	4	4	119487	119483	1	1	1	1	40265	40264	4	4	4	4	119487	119483
GCF_004004635.1	GCF_004004635	1	12300	4	4	4	4	84376	84372	0	0	0	0	0	0	3	3	3	3	62967	62964
GCF_004004795.1	GCF_004004795	1	12301	6	6	6	6	93127	93121	0	0	0	0	0	0	6	6	6	6	93127	93121
GCF_004004865.1	GCF_004004865	1	12302	3	3	3	3	74209	74206	0	0	0	0	0	0	2	2	2	2	56834	56832
GCF_004004915.1	GCF_004004915	1	12303	5	5	5	5	107155	107150	0	0	0	0	0	0	4	4	4	4	97601	97597
GCF_004005005.1	GCF_004005005	1	12304	3	3	3	3	77901	77898	0	0	0	0	0	0	3	3	3	3	77901	77898
GCF_004005015.1	GCF_004005015	1	12305	1	1	1	1	22626	22625	0	0	0	0	0	0	1	1	1	1	22626	22625
GCF_004005065.1	GCF_004005065	1	12306	2	2	2	2	14871	14869	0	0	0	0	0	0	2	2	2	2	14871	14869
GCF_004005115.1	GCF_004005115	1	12307	3	3	3	3	93785	93782	0	0	0	0	0	0	3	3	3	3	93785	93782
GCF_004005245.1	GCF_004005245	1	12308	3	3	3	3	47082	47079	1	1	1	1	21105	21104	3	3	3	3	47082	47079
GCF_004005345.1	GCF_004005345	1	12309	4	4	4	4	71377	71373	0	0	0	0	0	0	4	4	4	4	71377	71373
GCF_004005645.1	GCF_004005645	1	12310	5	5	5	5	91410	91405	0	0	0	0	0	0	5	5	5	5	91410	91405
GCF_004005775.1	GCF_004005775	1	12311	3	3	3	3	55235	55232	0	0	0	0	0	0	3	3	3	3	55235	55232
GCF_004005785.1	GCF_004005785	1	12312	3	3	3	3	33009	33006	0	0	0	0	0	0	2	2	2	2	15148	15146
GCF_004006575.1	GCF_004006575	1	12313	9	9	9	3	231754	231745	5	5	5	2	103851	103846	8	8	8	3	214138	214130
GCF_004010575.1	GCF_004010575	1	12314	16	16	16	2	577224	577208	2	2	2	2	16382	16380	14	14	14	1	560842	560828
GCF_004010595.1	GCF_004010595	1	12315	16	16	16	1	506885	506869	3	3	3	1	87560	87557	13	13	13	1	484147	484134
GCF_004010615.1	GCF_004010615	1	12316	15	15	15	1	505719	505704	3	3	3	1	113652	113649	11	11	11	1	474832	474821
GCF_004010635.1	GCF_004010635	1	12317	17	17	17	1	513856	513839	3	3	3	1	111186	111183	13	13	13	1	484994	484981
GCF_004010655.1	GCF_004010655	1	12318	17	17	17	1	566651	566634	3	3	3	1	89794	89791	14	14	14	1	544807	544793
GCF_004010675.1	GCF_004010675	1	12319	16	16	16	1	632177	632161	2	2	2	1	82531	82529	15	15	15	1	619841	619826
GCF_004010695.1	GCF_004010695	1	12320	17	17	17	1	563056	563039	3	3	3	1	128751	128748	14	14	14	1	541631	541617
GCF_004010715.1	GCF_004010715	1	12321	18	18	18	1	582020	582002	3	3	3	1	129137	129134	14	14	14	1	553579	553565
GCF_004011015.1	GCF_004011015	1	12322	6	6	6	1	299046	299040	0	0	0	0	0	0	5	5	5	1	292437	292432
GCF_004011625.1	GCF_004011625	1	12323	2	2	2	2	68622	68620	0	0	0	0	0	0	2	2	2	2	68622	68620
GCF_004014735.1	GCF_004014735	1	12324	10	10	10	3	280841	280831	1	1	1	1	11907	11906	10	10	10	3	280841	280831
GCF_004022065.1	GCF_004022065	1	12325	2	2	2	2	49925	49923	0	0	0	0	0	0	2	2	2	2	49925	49923
GCF_004022505.2	GCF_004022505	2	12326	4	4	4	1	53711	53707	1	1	1	1	17769	17768	2	2	2	1	30566	30564
GCF_004024025.1	GCF_004024025	1	12327	2	2	2	2	33968	33966	0	0	0	0	0	0	2	2	2	2	33968	33966
GCF_004024105.1	GCF_004024105	1	12328	2	2	2	2	54655	54653	0	0	0	0	0	0	2	2	2	2	54655	54653
GCF_004024375.1	GCF_004024375	1	12329	5	5	5	5	150147	150142	1	1	1	1	84147	84146	4	4	4	4	139031	139027
GCF_004025155.1	GCF_004025155	1	12330	4	4	4	4	41135	41131	0	0	0	0	0	0	3	3	3	3	39891	39888
GCF_004025185.1	GCF_004025185	1	12331	6	6	6	6	166327	166321	0	0	0	0	0	0	6	6	6	6	166327	166321
GCF_004025205.1	GCF_004025205	1	12332	9	9	9	7	219110	219101	1	1	1	1	35158	35157	9	9	9	7	219110	219101
GCF_004025245.1	GCF_004025245	1	12333	1	1	1	1	34962	34961	0	0	0	0	0	0	1	1	1	1	34962	34961
GCF_004025925.1	GCF_004025925	1	12334	8	8	8	7	243312	243304	0	0	0	0	0	0	7	7	7	7	241770	241763
GCF_004025935.1	GCF_004025935	1	12335	12	12	12	12	354987	354975	0	0	0	0	0	0	12	12	12	12	354987	354975
GCF_004025945.1	GCF_004025945	1	12336	9	9	9	7	204919	204910	0	0	0	0	0	0	8	8	8	6	165465	165457
GCF_004025955.1	GCF_004025955	1	12337	10	10	10	9	149712	149702	0	0	0	0	0	0	8	8	8	8	133485	133477
GCF_004026035.1	GCF_004026035	1	12338	13	13	13	11	320997	320984	0	0	0	0	0	0	11	11	11	9	281380	281369
GCF_004026045.1	GCF_004026045	1	12339	7	7	7	7	238363	238356	0	0	0	0	0	0	7	7	7	7	238363	238356
GCF_004026055.1	GCF_004026055	1	12340	11	11	11	9	160273	160262	0	0	0	0	0	0	9	9	9	8	144046	144037
GCF_004026105.1	GCF_004026105	1	12341	11	11	11	9	158191	158180	0	0	0	0	0	0	9	9	9	8	141964	141955
GCF_004026115.1	GCF_004026115	1	12342	4	4	4	4	53550	53546	0	0	0	0	0	0	4	4	4	4	53550	53546
GCF_004028195.1	GCF_004028195	1	12343	4	4	4	4	66052	66048	0	0	0	0	0	0	3	3	3	3	60885	60882
GCF_004054205.1	GCF_004054205	1	12344	1	1	1	1	35504	35503	0	0	0	0	0	0	1	1	1	1	35504	35503
GCF_004054215.1	GCF_004054215	1	12345	7	7	7	7	195954	195947	0	0	0	0	0	0	7	7	7	7	195954	195947
GCF_004054225.1	GCF_004054225	1	12346	1	1	1	1	25935	25934	0	0	0	0	0	0	1	1	1	1	25935	25934
GCF_004054265.1	GCF_004054265	1	12347	1	1	1	1	35669	35668	0	0	0	0	0	0	1	1	1	1	35669	35668
GCF_004054295.1	GCF_004054295	1	12348	2	2	2	2	51940	51938	0	0	0	0	0	0	2	2	2	2	51940	51938
GCF_004054315.1	GCF_004054315	1	12349	5	5	5	5	75965	75960	0	0	0	0	0	0	3	3	3	3	73219	73216
GCF_004054335.1	GCF_004054335	1	12350	5	5	5	5	61179	61174	1	1	1	1	15086	15085	5	5	5	5	61179	61174
GCF_004055395.1	GCF_004055395	1	12351	8	8	8	7	105019	105011	0	0	0	0	0	0	6	6	6	5	89346	89340
GCF_004055425.1	GCF_004055425	1	12352	3	3	3	3	43965	43962	0	0	0	0	0	0	3	3	3	3	43965	43962
GCF_004088295.1	GCF_004088295	1	12353	7	7	7	1	120929	120922	1	1	1	1	10778	10777	4	4	4	1	69459	69455
GCF_004100085.1	GCF_004100085	1	12354	4	4	4	4	70563	70559	0	0	0	0	0	0	3	3	3	3	55896	55893
GCF_004100095.1	GCF_004100095	1	12355	3	3	3	3	86322	86319	0	0	0	0	0	0	3	3	3	3	86322	86319
GCF_004100105.1	GCF_004100105	1	12356	3	3	3	3	34895	34892	0	0	0	0	0	0	3	3	3	3	34895	34892
GCF_004100115.1	GCF_004100115	1	12357	3	3	3	3	100319	100316	0	0	0	0	0	0	3	3	3	3	100319	100316
GCF_004100165.1	GCF_004100165	1	12358	2	2	2	1	78015	78013	0	0	0	0	0	0	2	2	2	1	78015	78013
GCF_004100185.1	GCF_004100185	1	12359	5	5	5	5	86270	86265	0	0	0	0	0	0	3	3	3	3	71123	71120
GCF_004100195.1	GCF_004100195	1	12360	7	7	7	6	165777	165770	1	1	1	1	10501	10500	5	5	5	4	143157	143152
GCF_004100205.1	GCF_004100205	1	12361	5	5	5	4	149102	149097	1	1	1	1	77369	77368	5	5	5	4	149102	149097
GCF_004100225.1	GCF_004100225	1	12362	6	6	6	6	60583	60577	0	0	0	0	0	0	4	4	4	4	49252	49248
GCF_004100285.1	GCF_004100285	1	12363	4	4	4	4	66144	66140	0	0	0	0	0	0	4	4	4	4	66144	66140
GCF_004100305.1	GCF_004100305	1	12364	20	20	20	9	585002	584982	2	2	2	2	104313	104311	19	19	19	9	577755	577736
GCF_004100385.1	GCF_004100385	1	12365	5	5	5	5	133746	133741	0	0	0	0	0	0	4	4	4	4	115026	115022
GCF_004100395.1	GCF_004100395	1	12366	4	4	4	4	108064	108060	0	0	0	0	0	0	4	4	4	4	108064	108060
GCF_004100415.1	GCF_004100415	1	12367	4	4	4	3	68117	68113	1	1	1	1	16202	16201	3	3	3	3	58581	58578
GCF_004100425.1	GCF_004100425	1	12368	6	6	6	5	147894	147888	0	0	0	0	0	0	5	5	5	5	128288	128283
GCF_004100485.1	GCF_004100485	1	12369	5	5	5	4	68334	68329	0	0	0	0	0	0	4	4	4	3	55370	55366
GCF_004100495.1	GCF_004100495	1	12370	6	6	6	5	111274	111268	0	0	0	0	0	0	6	6	6	5	111274	111268
GCF_004100505.1	GCF_004100505	1	12371	4	4	4	4	93296	93292	0	0	0	0	0	0	4	4	4	4	93296	93292
GCF_004100525.1	GCF_004100525	1	12372	5	5	5	5	122316	122311	0	0	0	0	0	0	5	5	5	5	122316	122311
GCF_004100535.1	GCF_004100535	1	12373	5	5	5	5	142557	142552	0	0	0	0	0	0	5	5	5	5	142557	142552
GCF_004100585.1	GCF_004100585	1	12374	6	6	6	5	155974	155968	0	0	0	0	0	0	5	5	5	4	140322	140317
GCF_004100605.1	GCF_004100605	1	12375	5	5	5	5	96285	96280	0	0	0	0	0	0	4	4	4	4	89526	89522
GCF_004100615.1	GCF_004100615	1	12376	3	3	3	3	40254	40251	0	0	0	0	0	0	3	3	3	3	40254	40251
GCF_004100625.1	GCF_004100625	1	12377	4	4	4	4	103070	103066	0	0	0	0	0	0	4	4	4	4	103070	103066
GCF_004100635.1	GCF_004100635	1	12378	5	5	5	4	137567	137562	0	0	0	0	0	0	5	5	5	4	137567	137562
GCF_004100655.1	GCF_004100655	1	12379	4	4	4	4	84446	84442	0	0	0	0	0	0	3	3	3	3	65623	65620
GCF_004100705.1	GCF_004100705	1	12380	3	3	3	3	79070	79067	0	0	0	0	0	0	2	2	2	2	73912	73910
GCF_004100725.1	GCF_004100725	1	12381	7	7	7	6	201109	201102	0	0	0	0	0	0	7	7	7	6	201109	201102
GCF_004100735.1	GCF_004100735	1	12382	6	6	6	6	127787	127781	0	0	0	0	0	0	4	4	4	4	112610	112606
GCF_004100745.1	GCF_004100745	1	12383	4	4	4	4	115856	115852	0	0	0	0	0	0	4	4	4	4	115856	115852
GCF_004100755.1	GCF_004100755	1	12384	3	3	3	3	71158	71155	0	0	0	0	0	0	2	2	2	2	57356	57354
GCF_004100775.1	GCF_004100775	1	12385	2	2	2	2	53151	53149	0	0	0	0	0	0	2	2	2	2	53151	53149
GCF_004100825.1	GCF_004100825	1	12386	2	2	2	2	84287	84285	0	0	0	0	0	0	2	2	2	2	84287	84285
GCF_004100835.1	GCF_004100835	1	12387	6	6	6	6	117998	117992	0	0	0	0	0	0	6	6	6	6	117998	117992
GCF_004100845.1	GCF_004100845	1	12388	4	4	4	4	68832	68828	0	0	0	0	0	0	4	4	4	4	68832	68828
GCF_004100855.1	GCF_004100855	1	12389	2	2	2	2	42881	42879	0	0	0	0	0	0	2	2	2	2	42881	42879
GCF_004100875.1	GCF_004100875	1	12390	2	2	2	2	79634	79632	0	0	0	0	0	0	2	2	2	2	79634	79632
GCF_004100925.1	GCF_004100925	1	12391	5	5	5	4	97160	97155	0	0	0	0	0	0	5	5	5	4	97160	97155
GCF_004100935.1	GCF_004100935	1	12392	6	6	6	5	154444	154438	0	0	0	0	0	0	4	4	4	4	131595	131591
GCF_004100955.1	GCF_004100955	1	12393	2	2	2	2	44361	44359	0	0	0	0	0	0	2	2	2	2	44361	44359
GCF_004100965.1	GCF_004100965	1	12394	6	6	6	5	131963	131957	0	0	0	0	0	0	6	6	6	5	131963	131957
GCF_004100975.1	GCF_004100975	1	12395	3	3	3	2	23535	23532	0	0	0	0	0	0	1	1	1	1	13530	13529
GCF_004101025.1	GCF_004101025	1	12396	3	3	3	3	68099	68096	0	0	0	0	0	0	3	3	3	3	68099	68096
GCF_004101045.1	GCF_004101045	1	12397	7	7	7	6	200394	200387	0	0	0	0	0	0	7	7	7	6	200394	200387
GCF_004101055.1	GCF_004101055	1	12398	4	4	4	4	100144	100140	0	0	0	0	0	0	4	4	4	4	100144	100140
GCF_004101065.1	GCF_004101065	1	12399	4	4	4	4	103410	103406	0	0	0	0	0	0	4	4	4	4	103410	103406
GCF_004101085.1	GCF_004101085	1	12400	2	2	2	2	19674	19672	0	0	0	0	0	0	1	1	1	1	14909	14908
GCF_004101115.1	GCF_004101115	1	12401	5	5	5	5	106176	106171	0	0	0	0	0	0	5	5	5	5	106176	106171
GCF_004101145.1	GCF_004101145	1	12402	6	6	6	6	143513	143507	0	0	0	0	0	0	6	6	6	6	143513	143507
GCF_004101155.1	GCF_004101155	1	12403	6	6	6	4	182261	182255	0	0	0	0	0	0	6	6	6	4	182261	182255
GCF_004101165.1	GCF_004101165	1	12404	4	4	4	4	126050	126046	0	0	0	0	0	0	4	4	4	4	126050	126046
GCF_004101175.1	GCF_004101175	1	12405	7	7	7	5	181328	181321	0	0	0	0	0	0	7	7	7	5	181328	181321
GCF_004101205.1	GCF_004101205	1	12406	5	5	5	5	122995	122990	0	0	0	0	0	0	5	5	5	5	122995	122990
GCF_004101275.1	GCF_004101275	1	12407	6	6	6	6	152420	152414	0	0	0	0	0	0	6	6	6	6	152420	152414
GCF_004103935.1	GCF_004103935	1	12408	2	2	2	2	50236	50234	0	0	0	0	0	0	2	2	2	2	50236	50234
GCF_004103965.1	GCF_004103965	1	12409	9	9	9	8	264761	264752	0	0	0	0	0	0	8	8	8	8	242658	242650
GCF_004103985.1	GCF_004103985	1	12410	4	4	4	4	98775	98771	0	0	0	0	0	0	3	3	3	3	77958	77955
GCF_004114225.1	GCF_004114225	1	12411	2	2	2	2	50201	50199	0	0	0	0	0	0	1	1	1	1	33121	33120
GCF_004114395.1	GCF_004114395	1	12412	6	6	6	1	210672	210666	0	0	0	0	0	0	6	6	6	1	210672	210666
GCF_004115405.1	GCF_004115405	1	12413	11	11	11	9	158822	158811	0	0	0	0	0	0	9	9	9	8	142595	142586
GCF_004115425.1	GCF_004115425	1	12414	4	4	4	4	158943	158939	0	0	0	0	0	0	4	4	4	4	158943	158939
GCF_004115955.1	GCF_004115955	1	12415	2	2	2	2	91423	91421	0	0	0	0	0	0	2	2	2	2	91423	91421
GCF_004116285.1	GCF_004116285	1	12416	7	7	7	6	142017	142010	0	0	0	0	0	0	6	6	6	6	139201	139195
GCF_004116595.1	GCF_004116595	1	12417	2	2	2	1	134976	134974	2	2	2	1	134976	134974	2	2	2	1	134976	134974
GCF_004116695.1	GCF_004116695	1	12418	2	2	2	1	180978	180976	1	1	1	1	134005	134004	2	2	2	1	180978	180976
GCF_004116795.1	GCF_004116795	1	12419	5	5	5	1	97183	97178	0	0	0	0	0	0	4	4	4	1	85988	85984
GCF_004116815.1	GCF_004116815	1	12420	7	7	7	1	100006	99999	0	0	0	0	0	0	4	4	4	1	66361	66357
GCF_004116835.1	GCF_004116835	1	12421	2	2	2	1	134226	134224	2	2	2	1	134226	134224	2	2	2	1	134226	134224
GCF_004116855.1	GCF_004116855	1	12422	7	7	7	1	277701	277694	2	2	2	1	114519	114517	5	5	5	1	239871	239866
GCF_004116875.1	GCF_004116875	1	12423	7	7	7	2	176643	176636	0	0	0	0	0	0	5	5	5	2	143889	143884
GCF_004116895.1	GCF_004116895	1	12424	6	6	6	1	177146	177140	0	0	0	0	0	0	6	6	6	1	177146	177140
GCF_004116915.1	GCF_004116915	1	12425	3	3	3	1	121536	121533	0	0	0	0	0	0	3	3	3	1	121536	121533
GCF_004116935.1	GCF_004116935	1	12426	6	6	6	1	190796	190790	0	0	0	0	0	0	6	6	6	1	190796	190790
GCF_004117895.1	GCF_004117895	1	12427	6	6	6	5	138715	138709	0	0	0	0	0	0	6	6	6	5	138715	138709
GCF_004118895.1	GCF_004118895	1	12428	6	6	6	1	241439	241433	0	0	0	0	0	0	6	6	6	1	241439	241433
GCF_004118915.1	GCF_004118915	1	12429	16	16	16	1	523839	523823	2	2	2	1	47907	47905	15	15	15	1	519009	518994
GCF_004120955.1	GCF_004120955	1	12430	5	5	5	5	108535	108530	0	0	0	0	0	0	5	5	5	5	108535	108530
GCF_004120965.1	GCF_004120965	1	12431	11	11	11	4	229077	229066	0	0	0	0	0	0	10	10	10	4	212391	212381
GCF_004120975.1	GCF_004120975	1	12432	8	8	8	6	177168	177160	0	0	0	0	0	0	7	7	7	6	162751	162744
GCF_004121005.1	GCF_004121005	1	12433	7	7	7	5	163657	163650	0	0	0	0	0	0	6	6	6	5	149240	149234
GCF_004121025.1	GCF_004121025	1	12434	7	7	7	7	145036	145029	0	0	0	0	0	0	6	6	6	6	127749	127743
GCF_004122195.1	GCF_004122195	1	12435	3	3	3	3	55298	55295	0	0	0	0	0	0	3	3	3	3	55298	55295
GCF_004122205.1	GCF_004122205	1	12436	3	3	3	3	91194	91191	0	0	0	0	0	0	3	3	3	3	91194	91191
GCF_004122215.1	GCF_004122215	1	12437	3	3	3	3	103504	103501	0	0	0	0	0	0	3	3	3	3	103504	103501
GCF_004122245.1	GCF_004122245	1	12438	3	3	3	3	96782	96779	0	0	0	0	0	0	3	3	3	3	96782	96779
GCF_004122265.1	GCF_004122265	1	12439	3	3	3	3	127041	127038	0	0	0	0	0	0	3	3	3	3	127041	127038
GCF_004122295.1	GCF_004122295	1	12440	9	9	9	9	223961	223952	0	0	0	0	0	0	9	9	9	9	223961	223952
GCF_004122305.1	GCF_004122305	1	12441	2	2	2	2	49670	49668	1	1	1	1	18412	18411	2	2	2	2	49670	49668
GCF_004122315.1	GCF_004122315	1	12442	7	7	7	6	111813	111806	0	0	0	0	0	0	5	5	5	4	103377	103372
GCF_004122325.1	GCF_004122325	1	12443	1	1	1	1	35503	35502	0	0	0	0	0	0	1	1	1	1	35503	35502
GCF_004122355.1	GCF_004122355	1	12444	6	6	6	6	202901	202895	0	0	0	0	0	0	5	5	5	5	175107	175102
GCF_004122395.1	GCF_004122395	1	12445	1	1	1	1	35503	35502	0	0	0	0	0	0	1	1	1	1	35503	35502
GCF_004122405.1	GCF_004122405	1	12446	1	1	1	1	35503	35502	0	0	0	0	0	0	1	1	1	1	35503	35502
GCF_004122425.1	GCF_004122425	1	12447	1	1	1	1	35503	35502	0	0	0	0	0	0	1	1	1	1	35503	35502
GCF_004122445.1	GCF_004122445	1	12448	6	6	6	6	120665	120659	0	0	0	0	0	0	4	4	4	4	102029	102025
GCF_004122455.1	GCF_004122455	1	12449	4	4	4	4	69231	69227	0	0	0	0	0	0	4	4	4	4	69231	69227
GCF_004122505.1	GCF_004122505	1	12450	2	2	2	2	36976	36974	0	0	0	0	0	0	1	1	1	1	35193	35192
GCF_004122525.1	GCF_004122525	1	12451	2	2	2	2	10294	10292	0	0	0	0	0	0	1	1	1	1	8511	8510
GCF_004125355.1	GCF_004125355	1	12452	4	4	4	3	58732	58728	1	1	1	1	8558	8557	3	3	3	2	54125	54122
GCF_004126435.1	GCF_004126435	1	12453	5	5	5	5	99400	99395	0	0	0	0	0	0	5	5	5	5	99400	99395
GCF_004135125.1	GCF_004135125	1	12454	2	2	2	1	84897	84895	1	1	1	1	39540	39539	2	2	2	1	84897	84895
GCF_004135165.1	GCF_004135165	1	12455	6	6	6	1	204180	204174	0	0	0	0	0	0	6	6	6	1	204180	204174
GCF_004135775.1	GCF_004135775	1	12456	4	4	4	2	137861	137857	1	1	1	1	58271	58270	4	4	4	2	137861	137857
GCF_004135815.1	GCF_004135815	1	12457	4	4	4	2	138005	138001	1	1	1	1	58276	58275	4	4	4	2	138005	138001
GCF_004135915.1	GCF_004135915	1	12458	6	6	6	1	204180	204174	0	0	0	0	0	0	6	6	6	1	204180	204174
GCF_004137365.1	GCF_004137365	1	12459	16	16	16	8	500734	500718	2	2	2	2	77153	77151	15	15	15	8	490168	490153
GCF_004138245.1	GCF_004138245	1	12460	3	3	3	3	85399	85396	0	0	0	0	0	0	2	2	2	2	69681	69679
GCF_004138625.1	GCF_004138625	1	12461	7	7	7	1	259978	259971	0	0	0	0	0	0	7	7	7	1	259978	259971
GCF_004138645.1	GCF_004138645	1	12462	6	6	6	1	219658	219652	0	0	0	0	0	0	6	6	6	1	219658	219652
GCF_004141955.1	GCF_004141955	1	12463	6	6	6	1	204520	204514	0	0	0	0	0	0	6	6	6	1	204520	204514
GCF_004145705.1	GCF_004145705	1	12464	4	4	4	4	81840	81836	0	0	0	0	0	0	3	3	3	3	60431	60428
GCF_004146215.1	GCF_004146215	1	12465	2	2	2	2	38082	38080	0	0	0	0	0	0	1	1	1	1	30112	30111
GCF_004146335.1	GCF_004146335	1	12466	3	3	3	3	52665	52662	0	0	0	0	0	0	3	3	3	3	52665	52662
GCF_004146385.1	GCF_004146385	1	12467	2	2	2	2	52849	52847	0	0	0	0	0	0	2	2	2	2	52849	52847
GCF_004150085.1	GCF_004150085	1	12468	1	1	1	1	15695	15694	0	0	0	0	0	0	1	1	1	1	15695	15694
GCF_004150095.1	GCF_004150095	1	12469	2	2	2	2	42816	42814	0	0	0	0	0	0	1	1	1	1	25275	25274
GCF_004150105.1	GCF_004150105	1	12470	2	2	2	2	72368	72366	0	0	0	0	0	0	2	2	2	2	72368	72366
GCF_004150165.1	GCF_004150165	1	12471	1	1	1	1	37271	37270	0	0	0	0	0	0	1	1	1	1	37271	37270
GCF_004150175.1	GCF_004150175	1	12472	4	4	4	4	100529	100525	0	0	0	0	0	0	3	3	3	3	83449	83446
GCF_004150205.1	GCF_004150205	1	12473	1	1	1	1	18533	18532	0	0	0	0	0	0	1	1	1	1	18533	18532
GCF_004151095.1	GCF_004151095	1	12474	4	4	4	4	112646	112642	0	0	0	0	0	0	4	4	4	4	112646	112642
GCF_004153025.1	GCF_004153025	1	12475	5	5	5	4	71964	71959	0	0	0	0	0	0	5	5	5	4	71964	71959
GCF_004153035.1	GCF_004153035	1	12476	7	7	7	6	130027	130020	0	0	0	0	0	0	7	7	7	6	130027	130020
GCF_004153045.1	GCF_004153045	1	12477	2	2	2	2	58435	58433	0	0	0	0	0	0	2	2	2	2	58435	58433
GCF_004153055.1	GCF_004153055	1	12478	2	2	2	2	28635	28633	0	0	0	0	0	0	2	2	2	2	28635	28633
GCF_004153065.1	GCF_004153065	1	12479	5	5	5	5	87368	87363	0	0	0	0	0	0	4	4	4	4	71823	71819
GCF_004153125.1	GCF_004153125	1	12480	6	6	6	5	171445	171439	0	0	0	0	0	0	6	6	6	5	171445	171439
GCF_004153135.1	GCF_004153135	1	12481	2	2	2	2	57709	57707	0	0	0	0	0	0	2	2	2	2	57709	57707
GCF_004153145.1	GCF_004153145	1	12482	5	5	5	5	156050	156045	0	0	0	0	0	0	5	5	5	5	156050	156045
GCF_004166955.1	GCF_004166955	1	12483	4	4	4	4	128236	128232	0	0	0	0	0	0	4	4	4	4	128236	128232
GCF_004170465.1	GCF_004170465	1	12484	7	7	7	7	238331	238324	0	0	0	0	0	0	7	7	7	7	238331	238324
GCF_004170475.1	GCF_004170475	1	12485	7	7	7	7	240659	240652	1	1	1	1	26913	26912	6	6	6	6	213746	213740
GCF_004170485.1	GCF_004170485	1	12486	1	1	1	1	6892	6891	0	0	0	0	0	0	0	0	0	0	0	0
GCF_004170495.1	GCF_004170495	1	12487	3	3	3	3	56948	56945	0	0	0	0	0	0	2	2	2	2	48120	48118
GCF_004170505.1	GCF_004170505	1	12488	1	1	1	1	6892	6891	0	0	0	0	0	0	0	0	0	0	0	0
GCF_004170565.1	GCF_004170565	1	12489	6	6	6	6	175413	175407	0	0	0	0	0	0	5	5	5	5	165800	165795
GCF_004170575.1	GCF_004170575	1	12490	1	1	1	1	6892	6891	0	0	0	0	0	0	0	0	0	0	0	0
GCF_004170585.1	GCF_004170585	1	12491	1	1	1	1	9251	9250	0	0	0	0	0	0	1	1	1	1	9251	9250
GCF_004170595.1	GCF_004170595	1	12492	2	2	2	2	28300	28298	0	0	0	0	0	0	1	1	1	1	20346	20345
GCF_004170625.1	GCF_004170625	1	12493	2	2	2	2	28300	28298	0	0	0	0	0	0	1	1	1	1	20346	20345
GCF_004170665.1	GCF_004170665	1	12494	4	4	4	4	154575	154571	0	0	0	0	0	0	3	3	3	3	138110	138107
GCF_004170675.1	GCF_004170675	1	12495	1	1	1	1	39230	39229	0	0	0	0	0	0	1	1	1	1	39230	39229
GCF_004170685.1	GCF_004170685	1	12496	2	2	2	2	58042	58040	0	0	0	0	0	0	2	2	2	2	58042	58040
GCF_004170695.1	GCF_004170695	1	12497	3	3	3	3	55184	55181	0	0	0	0	0	0	3	3	3	3	55184	55181
GCF_004170705.1	GCF_004170705	1	12498	7	7	7	6	152704	152697	1	1	1	1	11210	11209	6	6	6	5	141494	141488
GCF_004170765.1	GCF_004170765	1	12499	2	2	2	2	20227	20225	1	1	1	1	12673	12672	1	1	1	1	12673	12672
GCF_004170775.1	GCF_004170775	1	12500	3	3	3	3	129260	129257	0	0	0	0	0	0	3	3	3	3	129260	129257
GCF_004170785.1	GCF_004170785	1	12501	2	2	2	2	28300	28298	0	0	0	0	0	0	1	1	1	1	20346	20345
GCF_004170795.1	GCF_004170795	1	12502	4	4	4	4	103245	103241	0	0	0	0	0	0	4	4	4	4	103245	103241
GCF_004170805.1	GCF_004170805	1	12503	2	2	2	2	24792	24790	0	0	0	0	0	0	2	2	2	2	24792	24790
GCF_004170865.1	GCF_004170865	1	12504	1	1	1	1	6892	6891	0	0	0	0	0	0	0	0	0	0	0	0
